game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP
game_2023_114,MOB,LEX,1,1,2.18,0.92,16,8,0,4,0,0,0,0,0.65
game_2023_141,MAN,LEX,1,1,1.28,1.77,16,11,8,5,0,0,0,0,0.61
game_2023_381,DOV,LRO,1,3,1.45,0.52,11,9,3,4,0,0,0,0,0.45
game_2023_14,ANC,LRO,1,0,1.74,1,17,9,4,5,0,0,0,0,0.36
game_2023_213,MOB,LRO,1,3,0.65,1.89,3,16,2,6,0,0,0,0,0.44
game_2023_397,ALB,LRO,2,5,1.1,1.14,14,7,8,3,0,0,0,0,0.39
game_2023_236,AUG,LRO,2,0,2.05,0.69,9,13,8,5,0,0,1,0,0.5
game_2023_108,PRO,LRO,0,4,0.97,1.74,23,16,1,0,0,0,0,0,0.37
game_2023_425,TOL,LRO,1,1,1.3,1.07,11,13,3,7,0,0,1,0,0.55
game_2023_59,SJU,LRO,0,0,1.36,1.32,17,8,4,5,0,0,0,0,0.44
game_2023_164,OAK,LRO,1,3,1.68,1.35,23,10,7,6,0,0,0,0,0.45
game_2023_362,CHM,LRO,1,1,1.74,0.84,22,9,7,4,0,0,1,0,0.49
game_2023_333,LEX,LRO,3,2,2.36,1.8,22,5,9,5,0,0,0,0,0.4
game_2023_299,SFS,LRO,1,2,2.17,0.72,18,10,8,7,0,0,0,0,0.49
game_2023_112,JAC,LRO,1,2,2.15,1.39,15,12,6,2,0,0,1,0,0.39
game_2023_302,MAN,LRO,3,1,1.87,1.32,18,10,3,6,0,0,0,2,0.53
game_2023_446,LAR,LRO,1,0,1.53,0.97,14,10,4,2,0,0,0,0,0.38
game_2023_83,DES,LRO,1,2,0.67,1.45,15,15,2,5,0,0,0,0,0.51
game_2023_232,SPR,LRO,0,5,1.15,1.56,16,17,5,5,0,0,0,0,0.42
game_2023_320,DES,MAN,2,1,0.6,0.52,11,6,7,2,0,0,0,0,0.6
game_2023_126,LRO,MAN,2,1,1.16,0.82,16,14,1,5,0,0,1,0,0.61
game_2023_334,DOV,MAN,1,2,1.99,0.4,15,6,7,1,0,0,0,0,0.44
game_2023_287,EUG,MAN,3,1,2.42,1.75,13,13,7,4,0,0,0,0,0.39
game_2023_178,MOB,MAN,1,1,1.49,0.19,20,10,1,1,0,0,0,0,0.38
game_2023_382,LAR,MAN,3,1,1.86,1.58,16,21,2,4,0,0,1,0,0.53
game_2023_448,LEX,MAN,0,0,0.65,1.02,16,9,2,2,0,0,1,0,0.52
game_2023_155,SPR,MAN,2,0,0.22,0.34,9,14,5,6,0,0,0,0,0.44
game_2023_1,PRO,MAN,1,1,1.63,0.34,17,8,5,4,0,0,0,0,0.53
game_2023_237,WIC,MAN,0,0,1.64,0.17,23,1,4,2,0,0,0,1,0.56
game_2023_98,BAK,MAN,2,1,1.99,0.27,22,9,3,8,0,0,0,0,0.56
game_2023_393,CHM,MAN,1,1,1.18,1.33,19,10,5,5,0,0,0,0,0.53
game_2023_168,AUG,MAN,2,2,1.26,1.55,11,12,4,6,0,0,0,1,0.6
game_2023_214,TUC,MAN,4,0,1.52,0.41,15,12,6,5,0,0,0,0,0.53
game_2023_420,JAC,MAN,1,1,1.14,1.08,15,3,4,0,0,0,0,0,0.54
game_2023_73,TOL,MAN,1,1,0.56,1.1,10,12,5,2,0,0,1,0,0.62
game_2023_29,SJU,MAN,1,2,2.31,2.1,19,20,4,3,0,0,1,0,0.55
game_2023_332,OAK,MOB,2,3,2.62,0.42,23,7,7,5,0,0,1,0,0.5
game_2023_271,MAN,MOB,0,1,0.91,0.85,18,11,3,7,0,0,0,0,0.43
game_2023_279,JAC,MOB,3,0,2.58,1.38,19,13,3,10,0,0,0,0,0.64
game_2023_167,SJU,MOB,3,1,2.7,0.76,11,7,0,2,0,0,0,1,0.48
game_2023_360,PRO,MOB,2,3,2.38,2,24,11,2,5,0,0,0,0,0.41
game_2023_418,LRO,MOB,4,3,3.05,1.18,25,11,9,3,1,0,2,0,0.53
game_2023_7,SAS,MOB,0,0,0.75,0.38,14,12,7,6,0,0,0,0,0.44
game_2023_125,LEX,MOB,2,0,2.61,0.78,21,12,3,7,0,0,0,0,0.6
game_2023_206,SPR,MOB,1,1,0.96,1.03,18,16,2,3,0,0,0,0,0.41
game_2023_139,EUG,MOB,0,1,1.13,0.69,16,8,7,4,0,0,0,0,0.45
game_2023_82,BOI,MOB,2,0,2.26,1.24,17,15,0,4,0,0,0,0,0.48
game_2023_473,DOV,MOB,1,1,1.7,0.14,19,10,1,5,0,0,0,0,0.51
game_2023_377,DES,MOB,0,1,1.26,1.07,15,9,5,6,0,0,0,0,0.58
game_2023_439,TOL,MOB,2,3,0.93,1.29,8,8,5,5,0,0,0,0,0.44
game_2023_111,AUG,MOB,1,0,2.22,0.27,22,6,6,3,0,0,0,0,0.58
game_2023_310,LAR,MOB,1,1,1.49,0.51,14,11,8,3,0,0,0,0,0.53
game_2023_38,CHM,MOB,0,2,1.85,1.14,15,5,6,2,0,0,0,0,0.48
game_2023_34,SAS,OAK,0,2,0.29,0.99,10,15,2,2,0,0,0,0,0.57
game_2023_318,ALB,OAK,0,1,0.81,1.14,3,13,6,2,0,0,0,0,0.53
game_2023_220,SJU,OAK,0,0,1.27,0.39,14,1,4,2,0,0,1,0,0.58
game_2023_184,ANC,OAK,2,0,2.86,0.21,28,4,3,5,0,0,1,0,0.64
game_2023_10,REN,OAK,1,1,0.7,0.17,7,7,4,6,0,0,0,0,0.57
game_2023_66,CHM,OAK,1,1,1.15,0.62,17,10,7,8,0,0,0,1,0.66
game_2023_435,FOR,OAK,1,1,1.19,1.16,12,11,8,4,0,0,0,0,0.52
game_2023_257,DES,OAK,2,0,0.68,0.4,6,4,0,2,0,0,0,0,0.6
game_2023_20,BAK,OAK,1,2,1.27,1.64,9,20,2,3,0,0,0,0,0.55
game_2023_147,TUC,OAK,0,2,0.65,0.72,9,5,6,0,0,0,0,0,0.38
game_2023_79,TAC,OAK,2,3,1.74,1.12,24,13,3,4,0,0,1,0,0.52
game_2023_296,LEX,OAK,1,2,2.11,1.25,27,14,11,4,0,0,0,0,0.59
game_2023_374,EUG,OAK,0,0,0.72,1.02,14,11,5,7,0,0,1,0,0.47
game_2023_468,FAR,OAK,1,4,1.69,1.56,13,20,8,4,0,0,1,0,0.66
game_2023_47,BOI,OAK,2,0,1.38,0.41,18,14,4,11,0,0,0,0,0.42
game_2023_104,SFS,OAK,2,1,1.72,1.65,11,15,3,1,0,0,0,0,0.66
game_2023_91,WIC,OAK,0,3,0.5,1.61,13,17,8,3,0,0,0,0,0.65
game_2023_441,SJU,PRO,0,2,1.82,0.59,22,10,6,2,0,1,0,1,0.43
game_2023_246,SAS,PRO,2,0,3.1,0.37,22,7,6,5,0,0,1,0,0.57
game_2023_292,AUG,PRO,5,3,1.72,1.15,18,11,7,2,2,0,2,1,0.46
game_2023_26,FOR,PRO,1,2,2.05,0.77,17,14,2,2,0,0,0,0,0.58
game_2023_445,MOB,PRO,1,5,2.34,1.54,14,11,4,7,0,0,0,0,0.41
game_2023_324,JAC,PRO,2,3,2.61,1.07,19,9,1,2,0,0,0,0,0.51
game_2023_209,LRO,PRO,0,0,1.49,0.59,21,6,5,5,0,0,0,0,0.59
game_2023_159,DOV,PRO,1,0,0.88,0.47,12,5,7,3,0,0,1,0,0.53
game_2023_372,SPR,PRO,0,3,0.5,1.07,5,20,5,7,0,0,0,0,0.45
game_2023_90,REN,PRO,2,1,0.79,0.7,12,11,8,5,1,0,2,1,0.61
game_2023_131,DES,PRO,2,0,1.8,0.98,17,11,12,4,0,0,0,0,0.53
game_2023_44,LEX,PRO,0,1,1.14,0.58,12,8,5,6,0,0,0,0,0.49
game_2023_387,CHM,PRO,1,3,2.17,1.92,19,12,5,5,0,0,0,0,0.5
game_2023_316,WIC,PRO,0,4,0.89,2.38,20,18,0,5,0,0,1,0,0.62
game_2023_119,LAR,PRO,0,1,1.27,0.47,11,11,9,4,0,0,0,0,0.66
game_2023_411,MAN,PRO,2,3,3.03,1.59,16,12,12,4,0,0,0,0,0.53
game_2023_255,TOL,PRO,2,0,0.49,0.39,15,4,0,2,0,0,0,0,0.55
game_2023_368,ALB,REN,2,0,1.72,0.97,8,3,4,4,0,0,1,0,0.49
game_2023_163,TUC,REN,2,4,1.33,1.62,8,5,7,0,0,0,0,0,0.46
game_2023_391,TOL,REN,3,1,1.49,1.33,19,17,6,9,0,0,0,1,0.48
game_2023_278,MAN,REN,0,1,0.79,1.02,15,14,8,5,0,0,1,0,0.5
game_2023_25,BOI,REN,1,1,2.21,0.78,24,9,10,0,0,0,0,0,0.48
game_2023_330,LRO,REN,2,2,2.41,0.81,13,14,8,6,0,0,0,0,0.49
game_2023_135,SAS,REN,4,1,1.05,1.21,18,13,5,9,0,0,0,0,0.57
game_2023_438,EUG,REN,2,0,1.28,0.68,13,7,3,4,0,0,0,0,0.35
game_2023_235,MOB,REN,1,3,1.08,2.27,12,15,4,4,0,0,0,0,0.62
game_2023_268,OAK,REN,1,0,1.32,0.91,16,13,4,9,0,0,1,0,0.46
game_2023_54,FOR,REN,0,4,1.92,1.21,10,18,6,4,0,0,0,0,0.61
game_2023_301,FAR,REN,2,1,1.92,0.63,13,7,6,1,0,0,0,0,0.48
game_2023_353,SFS,REN,1,4,1.36,1.31,20,5,4,4,0,0,0,0,0.52
game_2023_175,ANC,REN,1,0,1.87,0.86,21,16,9,2,0,0,0,0,0.41
game_2023_70,BAK,REN,0,2,2.06,1.14,16,16,5,6,0,0,0,0,0.44
game_2023_106,WIC,REN,1,1,2.04,1.07,17,13,2,1,0,0,0,0,0.56
game_2023_458,TAC,REN,0,3,1.74,1.27,21,18,8,3,0,0,0,0,0.51
game_2023_157,EUG,SAS,0,3,0.59,1.6,15,15,8,4,0,0,0,0,0.43
game_2023_88,SPR,SAS,4,1,2.67,0.96,24,16,5,3,0,0,0,0,0.53
game_2023_290,BOI,SAS,3,1,2.57,1.35,24,14,12,6,0,0,0,0,0.69
game_2023_449,ANC,SAS,2,7,1.42,1.66,19,13,0,4,0,0,0,1,0.41
game_2023_363,OAK,SAS,2,7,2.36,0.72,18,9,6,3,0,0,0,0,0.44
game_2023_181,TOL,SAS,2,2,3.42,1.75,19,12,6,5,0,0,0,0,0.49
game_2023_321,ALB,SAS,2,0,0.78,0.9,9,14,3,4,0,0,2,0,0.46
game_2023_143,SFS,SAS,1,1,1.06,1.23,5,11,3,4,0,0,0,0,0.6
game_2023_314,REN,SAS,2,0,1.78,0.72,19,14,6,6,0,0,0,1,0.54
game_2023_254,TUC,SAS,1,1,1.46,1.89,12,16,1,7,0,0,0,0,0.59
game_2023_16,LAR,SAS,2,1,1.88,0.32,18,3,3,2,0,0,0,0,0.48
game_2023_116,TAC,SAS,1,2,0.41,0.62,11,8,2,2,0,1,1,2,0.56
game_2023_395,BAK,SAS,1,2,1.56,1.56,14,19,7,4,0,0,0,0,0.42
game_2023_432,WIC,SAS,2,1,1.13,1.29,21,15,4,2,0,0,2,0,0.54
game_2023_62,MAN,SAS,1,1,1.63,0.54,22,3,3,7,0,0,0,0,0.53
game_2023_226,FAR,SAS,1,2,1.13,0.74,12,13,11,3,0,0,0,0,0.48
game_2023_218,FOR,SAS,4,0,0.44,1.23,6,18,3,1,0,0,0,0,0.62
game_2023_322,TAC,SFS,0,2,1.35,0.91,14,9,6,4,0,0,0,0,0.37
game_2023_385,MOB,SFS,0,3,1.12,2.54,20,18,0,5,0,0,1,0,0.42
game_2023_118,BOI,SFS,1,1,2.02,0.54,16,2,5,2,0,0,0,0,0.37
game_2023_72,ALB,SFS,1,3,2.21,2.32,23,12,6,1,0,0,0,2,0.49
game_2023_19,DES,SFS,2,2,1.42,0.87,20,10,6,8,0,0,0,1,0.49
game_2023_443,WIC,SFS,2,4,2.07,2.36,5,18,2,1,0,0,0,0,0.45
game_2023_137,FOR,SFS,1,3,1.11,1.16,9,12,6,1,0,0,0,0,0.55
game_2023_465,TUC,SFS,1,3,0.83,0.92,3,15,3,3,0,0,0,0,0.34
game_2023_379,LAR,SFS,3,2,1.43,0.51,27,6,8,2,1,0,1,0,0.62
game_2023_31,REN,SFS,0,1,1.5,0.83,18,10,4,7,0,0,0,0,0.37
game_2023_89,MAN,SFS,7,2,3.22,0.33,28,12,12,7,0,0,0,0,0.53
game_2023_409,OAK,SFS,3,0,0.44,0.34,6,6,9,1,0,0,0,0,0.32
game_2023_426,EUG,SFS,2,1,1.12,0.89,17,10,8,1,0,0,0,0,0.32
game_2023_158,BAK,SFS,0,0,1.02,1.06,9,14,7,5,0,0,0,0,0.43
game_2023_249,FAR,SFS,2,3,1.69,1.64,5,14,9,2,0,0,0,0,0.45
game_2023_276,ANC,SFS,2,0,1.53,0.48,21,6,5,5,0,0,0,0,0.48
game_2023_306,SAS,SFS,1,1,1.55,0.64,12,9,4,3,0,0,0,1,0.38
game_2023_182,SPR,SJU,3,1,2.35,1.17,15,7,7,6,0,0,0,0,0.52
game_2023_422,TAC,SJU,2,0,2.1,0.36,13,15,6,7,0,0,0,0,0.59
game_2023_245,TOL,SJU,4,1,2.59,0.73,18,13,3,3,0,0,1,0,0.72
game_2023_275,BAK,SJU,3,1,2.38,1.49,20,17,8,3,0,0,0,0,0.47
game_2023_248,DOV,SJU,3,0,1.74,1.06,18,14,6,8,0,0,0,0,0.54
game_2023_17,LEX,SJU,0,0,0.49,0.28,12,9,3,5,0,0,0,0,0.49
game_2023_117,CHM,SJU,3,1,1.52,0.32,19,6,2,6,0,0,2,0,0.43
game_2023_337,LAR,SJU,1,0,1.51,0.49,4,19,8,4,0,0,0,0,0.43
game_2023_201,MAN,SJU,3,7,1.26,2.03,12,9,7,6,0,0,0,0,0.53
game_2023_315,DES,SJU,1,1,1.36,0.35,7,4,16,4,0,0,0,0,0.55
game_2023_347,FAR,SJU,4,1,2.09,0.32,15,10,7,4,0,0,0,1,0.62
game_2023_378,LRO,SJU,3,0,3.27,0.47,20,15,6,3,0,0,0,0,0.59
game_2023_144,PRO,SJU,2,0,0.91,0.23,4,6,9,3,1,0,1,0,0.57
game_2023_450,JAC,SJU,0,0,2.13,0.34,15,6,3,3,0,0,0,0,0.65
game_2023_43,MOB,SJU,0,1,0.57,1.49,5,9,9,8,0,0,1,0,0.5
game_2023_408,BOI,SJU,0,0,1.39,0.06,15,13,2,2,0,0,1,0,0.53
game_2023_384,AUG,SJU,3,0,2.91,0.33,17,5,3,2,0,0,1,1,0.61
game_2023_329,SJU,SPR,2,3,0.63,2.02,6,18,6,5,1,0,2,0,0.53
game_2023_121,MAN,SPR,0,0,1.44,1.03,18,11,2,7,0,0,0,0,0.44
game_2023_173,PRO,SPR,1,2,1.47,0.54,14,5,9,1,0,0,0,0,0.47
game_2023_110,TOL,SPR,3,1,1.35,0.7,13,15,5,3,1,0,1,0,0.64
game_2023_300,FOR,SPR,1,0,2.15,0.14,21,13,7,3,0,0,1,0,0.77
game_2023_193,DES,SPR,1,4,1.12,0.73,8,11,4,3,0,0,0,0,0.61
game_2023_224,FAR,SPR,4,1,1.5,0.14,6,16,11,6,0,0,0,0,0.53
game_2023_390,JAC,SPR,5,2,2.45,0.15,12,16,1,3,0,0,0,0,0.66
game_2023_437,AUG,SPR,2,1,2.01,0.44,21,6,3,2,0,0,0,0,0.56
game_2023_476,WIC,SPR,1,1,1.73,0.57,13,3,1,7,0,0,0,0,0.56
game_2023_352,LRO,SPR,1,2,2.53,1.39,11,7,3,3,0,0,0,0,0.72
game_2023_453,CHM,SPR,2,2,1.73,1.06,18,15,5,5,0,0,1,0,0.68
game_2023_68,LAR,SPR,0,2,1.17,1.51,16,13,11,2,0,0,1,0,0.66
game_2023_242,TAC,SPR,7,0,3.01,1.17,20,15,5,2,0,0,0,0,0.63
game_2023_24,MOB,SPR,1,0,1.42,0.7,15,6,6,4,0,0,1,1,0.67
game_2023_259,LEX,SPR,0,0,1.4,0.53,14,7,6,4,0,0,0,0,0.45
game_2023_149,DOV,SPR,4,4,2.74,1.95,20,14,6,5,0,0,0,0,0.6
game_2023_403,SFS,TAC,2,2,1.86,0.91,15,14,1,5,1,0,2,0,0.6
game_2023_97,FAR,TAC,3,0,3.07,0.24,26,17,10,5,0,0,0,0,0.52
game_2023_13,LRO,TAC,1,1,2.17,0.23,13,5,8,5,0,0,0,1,0.44
game_2023_151,ALB,TAC,1,0,1.66,0.56,17,10,5,2,0,0,0,1,0.41
game_2023_270,BAK,TAC,3,0,0.31,0.41,12,4,7,2,0,0,0,0,0.53
game_2023_285,BOI,TAC,2,1,1.6,0.45,6,8,5,6,0,0,1,0,0.56
game_2023_176,WIC,TAC,1,0,1.46,1.23,11,11,6,4,0,0,0,0,0.63
game_2023_472,SAS,TAC,1,2,0.71,0.51,19,12,7,7,0,0,0,0,0.42
game_2023_261,JAC,TAC,2,0,2.06,0.7,19,3,8,2,0,0,0,0,0.64
game_2023_136,AUG,TAC,2,1,2.51,1.46,19,12,6,4,0,0,0,0,0.53
game_2023_71,EUG,TAC,0,3,1.52,2.57,15,20,5,8,0,0,0,0,0.48
game_2023_37,ANC,TAC,3,1,3.05,0.81,17,5,6,1,0,0,1,1,0.44
game_2023_221,REN,TAC,1,1,1.65,0.4,20,13,7,4,0,0,1,0,0.49
game_2023_417,TUC,TAC,3,7,2.41,0.7,17,12,6,3,0,0,0,0,0.53
game_2023_343,FOR,TAC,3,1,2.89,0.9,21,16,5,8,0,0,0,0,0.62
game_2023_211,OAK,TAC,1,0,2.08,0.37,11,4,8,5,0,0,1,0,0.61
game_2023_52,MAN,TAC,4,1,1.84,0.09,12,6,7,4,0,0,0,0,0.54
game_2023_415,DOV,TOL,2,1,0.74,1.77,12,17,4,6,0,0,0,0,0.48
game_2023_171,FOR,TOL,1,3,2.07,0.99,16,16,3,5,0,0,0,0,0.71
game_2023_148,MOB,TOL,1,2,2.18,1.17,20,11,9,3,0,0,0,0,0.48
game_2023_132,JAC,TOL,3,1,0.53,0.63,6,9,4,2,0,0,1,0,0.59
game_2023_312,SJU,TOL,2,3,1.41,1.43,10,17,6,6,0,0,0,0,0.56
game_2023_460,PRO,TOL,3,0,3.13,0.61,17,5,1,3,0,0,0,0,0.4
game_2023_365,DES,TOL,1,2,1.22,1.17,17,5,3,5,0,0,0,0,0.5
game_2023_48,SFS,TOL,2,1,1.63,1.05,20,10,6,6,0,0,0,0,0.62
game_2023_22,MAN,TOL,3,1,0.67,1.53,19,18,9,9,0,0,0,0,0.53
game_2023_340,SPR,TOL,1,2,1.46,0.98,16,12,9,2,0,0,1,0,0.48
game_2023_284,LRO,TOL,3,0,1.93,0.54,15,9,3,4,0,0,0,0,0.62
game_2023_58,ALB,TOL,1,2,1.09,1.91,7,15,10,9,0,0,0,0,0.52
game_2023_265,ANC,TOL,1,0,2.4,0.71,18,9,3,6,0,0,0,0,0.51
game_2023_197,LAR,TOL,0,0,1.36,0.86,11,6,3,7,0,0,0,0,0.53
game_2023_92,CHM,TOL,2,1,1.88,0.81,15,8,3,1,0,0,0,1,0.6
game_2023_212,LEX,TOL,0,3,1.7,0.18,20,6,8,2,0,0,0,0,0.46
game_2023_457,AUG,TOL,1,0,2.11,0.21,20,9,9,5,0,0,0,1,0.57
game_2023_399,REN,TUC,2,0,1.6,0.46,8,5,7,2,0,0,0,0,0.63
game_2023_183,BOI,TUC,3,1,3.72,0.2,18,13,6,5,0,0,0,0,0.53
game_2023_18,TAC,TUC,1,3,0.9,2.11,18,18,7,10,0,0,0,0,0.58
game_2023_440,FAR,TUC,1,0,0.84,0.34,2,1,6,8,0,0,1,0,0.49
game_2023_169,SFS,TUC,4,1,2.38,0.8,19,18,12,7,0,0,0,0,0.73
game_2023_101,SAS,TUC,1,0,1.44,0.65,15,14,7,4,0,0,1,0,0.5
game_2023_305,DOV,TUC,1,3,1.84,1.04,17,11,1,5,0,2,1,2,0.5
game_2023_319,EUG,TUC,2,0,1.34,0.78,13,6,2,4,0,0,0,0,0.45
game_2023_455,OAK,TUC,2,0,1.07,0.67,15,10,7,5,0,0,0,0,0.53
game_2023_130,SJU,TUC,5,4,3.29,1.15,17,12,6,5,0,0,0,0,0.46
game_2023_202,TOL,TUC,4,1,2.33,0.11,30,3,8,4,0,0,1,0,0.46
game_2023_262,FOR,TUC,2,2,2.24,1.05,15,13,6,5,0,0,0,0,0.5
game_2023_227,ALB,TUC,3,3,0.51,1.12,5,9,3,0,0,0,0,0,0.4
game_2023_281,WIC,TUC,0,0,1.17,0.43,4,10,8,6,0,0,0,0,0.51
game_2023_63,PRO,TUC,4,0,1.61,0.65,24,11,2,2,0,0,0,0,0.54
game_2023_371,BAK,TUC,2,1,1.62,0.32,23,8,4,6,0,0,0,0,0.56
game_2023_356,ANC,TUC,0,1,1.59,0.83,14,15,4,9,0,0,0,0,0.51
game_2023_376,TAC,WIC,0,3,1.32,1.63,21,9,7,3,0,0,0,0,0.5
game_2023_150,EUG,WIC,2,1,1.58,0.45,10,9,7,5,0,0,0,1,0.39
game_2023_331,FOR,WIC,3,0,3.04,1.06,20,17,6,9,0,0,0,0,0.44
game_2023_342,SAS,WIC,2,0,0.83,0.36,10,8,3,2,1,0,1,0,0.38
game_2023_260,MOB,WIC,2,0,1.91,0.88,5,5,3,3,0,0,1,0,0.56
game_2023_51,BAK,WIC,1,2,1.45,1.15,5,10,7,5,0,0,0,0,0.38
game_2023_471,REN,WIC,2,2,1.97,1.56,19,15,7,3,0,0,1,0,0.56
game_2023_188,FAR,WIC,4,1,3.33,0.4,25,6,10,6,0,0,0,0,0.45
game_2023_124,AUG,WIC,3,1,2.61,1.03,17,13,4,10,0,0,0,0,0.54
game_2023_194,OAK,WIC,5,0,2.78,0.47,19,14,2,6,0,0,0,0,0.53
game_2023_416,LEX,WIC,2,2,2.41,1.89,22,17,9,6,0,0,0,0,0.47
game_2023_205,BOI,WIC,1,3,2.36,1.2,16,10,6,3,1,0,1,0,0.35
game_2023_81,TUC,WIC,2,1,2.72,0.38,16,8,8,2,0,0,0,0,0.33
game_2023_36,DOV,WIC,0,2,1.11,1.34,9,13,7,4,0,0,0,0,0.31
game_2023_269,SFS,WIC,1,1,2.84,0.3,26,2,8,6,0,0,0,0,0.54
game_2023_298,ALB,WIC,2,3,2.61,2.09,12,17,7,4,0,0,0,0,0.43
game_2023_428,ANC,WIC,1,0,0.94,0.27,15,16,3,2,0,0,0,0,0.44
